ano,id_municipio,rede,taxa_alfabetizacao,meta_alfabetizacao_2024,meta_alfabetizacao_2025,meta_alfabetizacao_2026,meta_alfabetizacao_2027,meta_alfabetizacao_2028,meta_alfabetizacao_2029,meta_alfabetizacao_2030,nivel_alfabetizacao,percentual_participacao
2024,2915205,Municipal,44.21,43.51,50.34,57.15,63.71,69.79,75.25,80,1,82.61
2023,1101757,Municipal,37,43.54,50.36,57.17,63.72,69.79,75.25,80,0,80.88
2024,1101757,Municipal,55.65,43.54,50.36,57.17,63.72,69.79,75.25,80,2,93.5
2024,2901957,Municipal,43.24,43.58,50.4,57.2,63.74,69.81,75.25,80,1,89.16
2023,2901957,Municipal,37,43.58,50.4,57.2,63.74,69.81,75.25,80,0,84.34
2023,1501600,Municipal,37,43.59,50.41,57.21,63.74,69.81,75.26,80,0,73.24
2024,1501600,Municipal,32.2,43.59,50.41,57.21,63.74,69.81,75.26,80,0,80.37
2023,1507409,Municipal,37,43.6,50.41,57.21,63.75,69.81,75.26,80,0,79.23
2024,1507409,Municipal,37.44,43.6,50.41,57.21,63.75,69.81,75.26,80,0,78.63
2024,1200450,Municipal,43.66,,50.47,57.26,63.78,69.83,75.27,80,1,76.67
2023,1200450,Municipal,,,50.47,57.26,63.78,69.83,75.27,80,,
2023,3129301,Municipal,37.1,43.66,50.47,57.25,63.78,69.83,75.26,80,0,94.83
2024,3129301,Municipal,67.68,43.66,50.47,57.25,63.78,69.83,75.26,80,3,93.75
2024,2706604,Municipal,38.46,43.67,50.47,57.26,63.78,69.83,75.27,80,0,100
2023,2706604,Municipal,37.1,43.67,50.47,57.26,63.78,69.83,75.27,80,0,96.51
2024,4209151,Municipal,52.77,43.68,50.48,57.27,63.79,69.84,75.27,80,2,70.24
2023,4209151,Municipal,37.1,43.68,50.48,57.27,63.79,69.84,75.27,80,0,84.09
2024,3140605,Municipal,28.57,43.68,50.48,57.27,63.79,69.84,75.27,80,0,95.65
2023,3140605,Municipal,37.1,43.68,50.48,57.27,63.79,69.84,75.27,80,0,94
2023,5006002,Municipal,37.2,43.79,50.57,57.34,63.84,69.87,75.28,80,0,84.02
2024,5006002,Municipal,56.52,43.79,50.57,57.34,63.84,69.87,75.28,80,2,96.21
2024,2908002,Municipal,39.13,43.8,50.58,57.34,63.84,69.87,75.28,80,0,95.04
2023,2908002,Municipal,37.2,43.8,50.58,57.34,63.84,69.87,75.28,80,0,75.56
2024,3127057,Municipal,58.66,43.82,50.6,57.36,63.85,69.87,75.28,80,2,85.29
2023,3127057,Municipal,37.3,43.82,50.6,57.36,63.85,69.87,75.28,80,0,84.85
2023,1508100,Municipal,37.3,43.83,50.61,57.37,63.86,69.88,75.29,80,0,82.22
2024,1508100,Municipal,44.7,43.83,50.61,57.37,63.86,69.88,75.29,80,1,81.7
2023,2906105,Municipal,37.3,43.85,50.63,57.38,63.87,69.88,75.29,80,0,84.15
2024,2511202,Municipal,48.58,43.85,50.63,57.38,63.87,69.88,75.29,80,1,93.53
2023,2511202,Municipal,37.3,43.85,50.63,57.38,63.87,69.88,75.29,80,0,92.65
2024,2906105,Municipal,29.55,43.85,50.63,57.38,63.87,69.88,75.29,80,0,96.7
2023,1702307,Municipal,37.3,43.86,50.64,57.39,63.87,69.89,75.29,80,0,88.17
2024,1702307,Municipal,68.32,43.86,50.64,57.39,63.87,69.89,75.29,80,3,90.28
2023,1505486,Municipal,37.3,43.87,50.64,57.39,63.88,69.89,75.29,80,0,75.38
2024,1505486,Municipal,45.49,43.87,50.64,57.39,63.88,69.89,75.29,80,1,82.92
2023,2901106,Municipal,37.5,44.02,50.77,57.49,63.95,69.93,75.31,80,0,88.68
2024,2901106,Municipal,47.14,44.02,50.77,57.49,63.95,69.93,75.31,80,1,99.29
2023,2206357,Municipal,37.5,44.03,50.78,57.5,63.95,69.94,75.31,80,0,84.21
2024,2206357,Municipal,33.33,44.03,50.78,57.5,63.95,69.94,75.31,80,0,92.31
2024,1502855,Municipal,42.47,44.07,50.81,57.52,63.97,69.95,75.32,80,1,89.58
2023,1502855,Municipal,37.5,44.07,50.81,57.52,63.97,69.95,75.32,80,0,92.71
2023,2702702,Municipal,37.6,44.08,50.82,57.53,63.97,69.95,75.32,80,0,93.22
2024,2702702,Municipal,45.9,44.08,50.82,57.53,63.97,69.95,75.32,80,1,100
2023,2706901,Municipal,37.6,44.11,50.85,57.55,63.99,69.96,75.32,80,0,96
2024,2706901,Municipal,45.81,44.11,50.85,57.55,63.99,69.96,75.32,80,1,96
2023,3305109,Municipal,37.6,44.12,50.86,57.56,63.99,69.96,75.32,80,0,78.52
2024,3305109,Municipal,35.97,44.12,50.86,57.56,63.99,69.96,75.32,80,0,79.59
2024,2211704,Municipal,54.29,44.12,50.86,57.56,63.99,69.96,75.32,80,2,100
2023,2211704,Municipal,37.6,44.12,50.86,57.56,63.99,69.96,75.32,80,0,93.94
2023,1506351,Municipal,37.6,44.15,50.88,57.58,64.01,69.97,75.33,80,0,85.27
2024,1506351,Municipal,46.35,44.15,50.88,57.58,64.01,69.97,75.33,80,1,91.76
2023,2112506,Municipal,37.6,44.16,50.89,57.58,64.01,69.97,75.33,80,0,92.33
2024,2112506,Municipal,57.61,44.16,50.89,57.58,64.01,69.97,75.33,80,2,91.26
2024,5105309,Municipal,46.43,44.17,50.89,57.59,64.01,69.97,75.33,80,1,93.33
2024,2514909,Municipal,49.02,44.17,50.89,57.59,64.01,69.97,75.33,80,1,89.55
2023,2514909,Municipal,37.7,44.17,50.89,57.59,64.01,69.97,75.33,80,0,83.17
2023,5105309,Municipal,37.7,44.17,50.89,57.59,64.01,69.97,75.33,80,0,90.63
2024,5001904,Municipal,52.31,44.18,50.9,57.59,64.02,69.98,75.33,80,2,92.51
2023,5001904,Municipal,37.7,44.18,50.9,57.59,64.02,69.98,75.33,80,0,96.05
2024,1507953,Municipal,37.9,44.19,50.91,57.6,64.02,69.98,75.33,80,0,82.64
2023,1507953,Municipal,37.7,44.19,50.91,57.6,64.02,69.98,75.33,80,0,82.1
2023,3140852,Municipal,37.7,44.2,50.92,57.61,64.03,69.98,75.33,80,0,87.59
2024,3140852,Municipal,31.08,44.2,50.92,57.61,64.03,69.98,75.33,80,0,86.15
2023,2402204,Municipal,37.7,44.21,50.93,57.62,64.04,69.99,75.33,80,0,79.9
2024,2402204,Municipal,32.26,44.21,50.93,57.62,64.04,69.99,75.33,80,0,84.66
2024,3109402,Municipal,62.63,44.21,50.93,57.62,64.04,69.99,75.33,80,3,91.47
2023,3109402,Municipal,37.7,44.21,50.93,57.62,64.04,69.99,75.33,80,0,95.19
2024,5002902,Municipal,54.38,44.23,50.95,57.63,64.04,69.99,75.34,80,2,89.49
2023,5002902,Municipal,37.7,44.23,50.95,57.63,64.04,69.99,75.34,80,0,89.72
2024,1702158,Municipal,37.81,44.23,50.95,57.63,64.04,69.99,75.34,80,0,91.3
2023,1702158,Municipal,37.7,44.23,50.95,57.63,64.04,69.99,75.34,80,0,89.47
2023,2505352,Municipal,37.7,44.24,50.96,57.64,64.05,70,75.34,80,0,96.36
2024,2505352,Municipal,50.86,44.24,50.96,57.64,64.05,70,75.34,80,2,92.45
2023,2915106,Municipal,37.8,44.26,50.97,57.65,64.06,70,75.34,80,0,90.53
2024,2915106,Municipal,23.53,44.26,50.97,57.65,64.06,70,75.34,80,0,97.54
2024,2207934,Municipal,47.35,44.28,50.99,57.66,64.06,70.01,75.34,80,1,95.83
2023,2207934,Municipal,37.8,44.28,50.99,57.66,64.06,70.01,75.34,80,0,75.76
2023,2503001,Municipal,37.8,44.29,50.99,57.67,64.07,70.01,75.34,80,0,81.43
2024,2503001,Municipal,29.81,44.29,50.99,57.67,64.07,70.01,75.34,80,0,90.94
2024,2910008,Municipal,41.07,44.31,51.02,57.68,64.08,70.02,75.35,80,1,92.56
2023,2910008,Municipal,37.8,44.31,51.02,57.68,64.08,70.02,75.35,80,0,84.03
2023,3302858,Municipal,37.8,44.32,51.02,57.69,64.09,70.02,75.35,80,0,77.7
2024,3302858,Municipal,35.09,44.32,51.02,57.69,64.09,70.02,75.35,80,0,83.93
2023,2918001,Municipal,37.9,44.37,51.06,57.72,64.11,70.03,75.35,80,0,76.43
2023,3550308,Municipal,37.9,44.37,51.06,57.72,64.11,70.03,75.35,80,0,83.45
2024,2918001,Municipal,39.48,44.37,51.06,57.72,64.11,70.03,75.35,80,0,85.05
2024,3550308,Municipal,48.25,44.37,51.06,57.72,64.11,70.03,75.35,80,1,85.03
2024,3549607,Municipal,52.78,44.38,51.08,57.73,64.12,70.04,75.36,80,2,94.44
2023,3549607,Municipal,37.9,44.38,51.08,57.73,64.12,70.04,75.36,80,0,92.86
2024,2932507,Municipal,58.16,44.38,51.08,57.73,64.12,70.04,75.36,80,2,92.45
2023,2932507,Municipal,37.9,44.38,51.08,57.73,64.12,70.04,75.36,80,0,81.91
2023,2805802,Municipal,38,44.45,51.13,57.77,64.14,70.05,75.36,80,0,89.26
2023,1503077,Municipal,38,44.45,51.13,57.77,64.14,70.05,75.36,80,0,78.44
2024,2805802,Municipal,34.65,44.45,51.13,57.77,64.14,70.05,75.36,80,0,92.59
2024,1503077,Municipal,32.89,44.45,51.13,57.77,64.14,70.05,75.36,80,0,84.58
2024,2903201,Municipal,36.09,44.47,51.14,57.78,64.15,70.06,75.37,80,0,83.96
2023,2903201,Municipal,38,44.47,51.14,57.78,64.15,70.06,75.37,80,0,83.87
2024,2509107,Municipal,70.06,44.47,51.15,57.79,64.16,70.06,75.37,80,4,86.3
2023,2509107,Municipal,38,44.47,51.15,57.79,64.16,70.06,75.37,80,0,84.44
2023,1504505,Municipal,38,44.48,51.16,57.8,64.16,70.06,75.37,80,0,74.24
2023,2502508,Municipal,38,44.48,51.16,57.8,64.16,70.06,75.37,80,0,81.93
2024,2502508,Municipal,37.65,44.48,51.16,57.8,64.16,70.06,75.37,80,0,83.33
2024,1504505,Municipal,28.64,44.48,51.16,57.8,64.16,70.06,75.37,80,0,72.69
2023,2401909,Municipal,38,44.52,51.19,57.82,64.18,70.07,75.37,80,0,78.95
2023,5100102,Municipal,38,44.52,51.19,57.82,64.18,70.07,75.37,80,0,86.44
2024,1301159,Municipal,27.35,44.52,51.19,57.82,64.18,70.07,75.37,80,0,85.45
2023,1301159,Municipal,38,44.52,51.19,57.82,64.18,70.07,75.37,80,0,73.72
2023,3557204,Municipal,38,44.52,51.19,57.82,64.18,70.07,75.37,80,0,77.08
2024,5100102,Municipal,40.41,44.52,51.19,57.82,64.18,70.07,75.37,80,1,95.38
2024,3557204,Municipal,51.58,44.52,51.19,57.82,64.18,70.07,75.37,80,2,85.5
2024,2401909,Municipal,32.54,44.52,51.19,57.82,64.18,70.07,75.37,80,0,94.74
2023,2901403,Municipal,38.1,44.53,51.2,57.83,64.18,70.08,75.37,80,0,92.16
2024,2901403,Municipal,28.44,44.53,51.2,57.83,64.18,70.08,75.37,80,0,81.34
2023,2408003,Municipal,38.1,44.54,51.21,57.83,64.19,70.08,75.37,80,0,83.41
2024,2408003,Municipal,45.41,44.54,51.21,57.83,64.19,70.08,75.37,80,1,80.69
2024,3304144,Municipal,37.63,44.56,51.22,57.84,64.19,70.08,75.38,80,0,80.56
2023,3304144,Municipal,38.1,44.56,51.22,57.84,64.19,70.08,75.38,80,0,80.79
2024,3129905,Municipal,78.04,44.57,51.24,57.85,64.2,70.09,75.38,80,4,91.43
2023,4116505,Municipal,38.1,44.57,51.24,57.85,64.2,70.09,75.38,80,0,95.45
2023,2906709,Municipal,38.1,44.57,51.24,57.85,64.2,70.09,75.38,80,0,81.57
2024,4116505,Municipal,43.75,44.57,51.24,57.85,64.2,70.09,75.38,80,1,94.12
2023,3129905,Municipal,38.1,44.57,51.24,57.85,64.2,70.09,75.38,80,0,81.82
2024,1703701,Municipal,49.45,44.57,51.24,57.85,64.2,70.09,75.38,80,1,95.45
2023,3125903,Municipal,38.1,44.57,51.24,57.85,64.2,70.09,75.38,80,0,92.31
2024,2906709,Municipal,30.86,44.57,51.24,57.85,64.2,70.09,75.38,80,0,80.2
2024,2505303,Municipal,62.5,44.57,51.24,57.85,64.2,70.09,75.38,80,3,100
2024,3125903,Municipal,70.78,44.57,51.24,57.85,64.2,70.09,75.38,80,4,86.36
2023,2505303,Municipal,38.1,44.57,51.24,57.85,64.2,70.09,75.38,80,0,91.3
2023,1703701,Municipal,38.1,44.57,51.24,57.85,64.2,70.09,75.38,80,0,82.89
2023,2804458,Municipal,38.1,44.57,51.24,57.85,64.2,70.09,75.38,80,0,89.36
2024,2804458,Municipal,59.01,44.57,51.24,57.85,64.2,70.09,75.38,80,2,95.92
2024,2923209,Municipal,39.29,44.58,51.24,57.86,64.21,70.09,75.38,80,0,95.61
2023,2923209,Municipal,38.1,44.58,51.24,57.86,64.21,70.09,75.38,80,0,87.41
2023,2903102,Municipal,38.1,44.61,51.27,57.88,64.22,70.1,75.38,80,0,81.25
2024,2903102,Municipal,39.62,44.61,51.27,57.88,64.22,70.1,75.38,80,0,96.36
2024,5003488,Municipal,39.87,44.63,51.28,57.89,64.23,70.1,75.39,80,0,94.88
2023,5003488,Municipal,38.2,44.63,51.28,57.89,64.23,70.1,75.39,80,0,91.89
2023,2916807,Municipal,38.2,44.64,51.29,57.9,64.23,70.11,75.39,80,0,87.5
2024,2916807,Municipal,41.07,44.64,51.29,57.9,64.23,70.11,75.39,80,1,86.15
2024,2703403,Municipal,54.66,44.64,51.3,57.9,64.24,70.11,75.39,80,2,97.4
2023,2703403,Municipal,38.2,44.64,51.3,57.9,64.24,70.11,75.39,80,0,93.98
2024,2927200,Municipal,27.94,44.71,51.35,57.94,64.27,70.13,75.4,80,0,98.41
2023,3536570,Municipal,38.3,44.71,51.35,57.94,64.27,70.13,75.4,80,0,93.55
2023,2916104,Municipal,38.3,44.71,51.35,57.94,64.27,70.13,75.4,80,0,79.34
2024,3536570,Municipal,73.68,44.71,51.35,57.94,64.27,70.13,75.4,80,4,95
2023,2927200,Municipal,38.3,44.71,51.35,57.94,64.27,70.13,75.4,80,0,88.3
2024,2916104,Municipal,28.57,44.71,51.35,57.94,64.27,70.13,75.4,80,0,87.87
2023,5004304,Municipal,38.3,44.73,51.37,57.96,64.28,70.13,75.4,80,0,90.48
2024,5004304,Municipal,60.02,44.73,51.37,57.96,64.28,70.13,75.4,80,3,96.4
2023,2517001,Municipal,38.3,44.74,51.38,57.97,64.28,70.14,75.4,80,0,99.12
2024,2517001,Municipal,79.38,44.74,51.38,57.97,64.28,70.14,75.4,80,4,91.74
2023,2205458,Municipal,38.3,44.75,51.39,57.97,64.29,70.14,75.4,80,0,90
2023,2803708,Municipal,38.3,44.75,51.39,57.97,64.29,70.14,75.4,80,0,85.45
2024,2205458,Municipal,43.83,44.75,51.39,57.97,64.29,70.14,75.4,80,1,93.75
2024,2803708,Municipal,29.17,44.75,51.39,57.97,64.29,70.14,75.4,80,0,88.89
2024,1720903,Municipal,42.45,44.76,51.39,57.98,64.29,70.14,75.4,80,1,86.07
2024,2201408,Municipal,40.17,44.76,51.39,57.98,64.29,70.14,75.4,80,1,94.34
2023,2201408,Municipal,38.3,44.76,51.39,57.98,64.29,70.14,75.4,80,0,91.67
2023,1720903,Municipal,38.3,44.76,51.39,57.98,64.29,70.14,75.4,80,0,88.1
2023,3557154,Municipal,38.3,44.78,51.41,57.99,64.3,70.15,75.4,80,0,91.43
2023,2802809,Municipal,38.3,44.78,51.41,57.99,64.3,70.15,75.4,80,0,90.45
2024,2404101,Municipal,55.2,44.78,51.41,57.99,64.3,70.15,75.4,80,2,83.33
2023,2404101,Municipal,38.3,44.78,51.41,57.99,64.3,70.15,75.4,80,0,88.24
2024,2802809,Municipal,34.31,44.78,51.41,57.99,64.3,70.15,75.4,80,0,97.51
2024,3557154,Municipal,80,44.78,51.41,57.99,64.3,70.15,75.4,80,5,100
2024,2933505,Municipal,31.17,44.82,51.45,58.02,64.32,70.16,75.41,80,0,78.17
2023,2933505,Municipal,38.4,44.82,51.45,58.02,64.32,70.16,75.41,80,0,86.85
2024,2201309,Municipal,50.77,44.83,51.45,58.03,64.32,70.16,75.41,80,2,96.43
2023,2201309,Municipal,38.4,44.83,51.45,58.03,64.32,70.16,75.41,80,0,100
2024,3131604,Municipal,77.81,44.85,51.47,58.04,64.33,70.17,75.41,80,4,97.47
2023,2926301,Municipal,38.4,44.85,51.47,58.04,64.33,70.17,75.41,80,0,81
2023,3131604,Municipal,38.4,44.85,51.47,58.04,64.33,70.17,75.41,80,0,91.18
2024,2926301,Municipal,38.37,44.85,51.47,58.04,64.33,70.17,75.41,80,0,88.21
2023,2919504,Municipal,38.4,44.87,51.48,58.05,64.34,70.17,75.42,80,0,88.21
2024,2919504,Municipal,38.06,44.87,51.48,58.05,64.34,70.17,75.42,80,0,95.26
2024,4207205,Municipal,44.91,,51.51,58.07,64.35,70.18,75.42,80,1,80
2023,4207205,Municipal,,,51.51,58.07,64.35,70.18,75.42,80,,
2023,3123403,Municipal,38.5,44.9,51.51,58.07,64.35,70.18,75.42,80,0,92.86
2024,3167004,Municipal,82.14,44.9,51.51,58.07,64.35,70.18,75.42,80,5,92.86
2023,3167004,Municipal,38.5,44.9,51.51,58.07,64.35,70.18,75.42,80,0,86.67
2024,5004908,Municipal,45.19,44.9,51.51,58.07,64.35,70.18,75.42,80,1,95.6
2024,3123403,Municipal,66.67,44.9,51.51,58.07,64.35,70.18,75.42,80,3,100
2023,2925907,Municipal,38.5,44.9,51.51,58.07,64.35,70.18,75.42,80,0,84.56
2024,2925907,Municipal,34.85,44.9,51.51,58.07,64.35,70.18,75.42,80,0,97.06
2023,5004908,Municipal,38.5,44.9,51.51,58.07,64.35,70.18,75.42,80,0,93.64
2023,2202539,Municipal,38.5,44.94,51.55,58.1,64.37,70.19,75.42,80,0,96.43
2024,2202539,Municipal,68.17,44.94,51.55,58.1,64.37,70.19,75.42,80,3,93.98
2023,2202117,Municipal,38.5,44.96,51.56,58.11,64.38,70.2,75.43,80,0,94.12
2024,2202117,Municipal,59.33,44.96,51.56,58.11,64.38,70.2,75.43,80,2,89.47
2023,1500909,Municipal,38.6,44.99,51.58,58.13,64.39,70.21,75.43,80,0,87.82
2024,1500909,Municipal,43.99,44.99,51.58,58.13,64.39,70.21,75.43,80,1,83.39
2023,3502309,Municipal,38.6,44.99,51.59,58.13,64.4,70.21,75.43,80,0,82.19
2024,3502309,Municipal,45.69,44.99,51.59,58.13,64.4,70.21,75.43,80,1,85.71
2023,1701903,Municipal,38.6,45.04,51.63,58.16,64.42,70.22,75.44,80,0,91.09
2024,1701903,Municipal,49.27,45.04,51.63,58.16,64.42,70.22,75.44,80,1,84
2023,2807006,Municipal,38.6,45.06,51.64,58.17,64.43,70.23,75.44,80,0,97.78
2024,2807006,Municipal,46.34,45.06,51.64,58.17,64.43,70.23,75.44,80,1,92.86
2023,1502707,Municipal,38.7,45.08,51.67,58.19,64.44,70.23,75.44,80,0,79.6
2024,1502707,Municipal,50.69,45.08,51.67,58.19,64.44,70.23,75.44,80,2,86.55
2024,3301009,Municipal,38.33,45.1,51.68,58.2,64.45,70.24,75.44,80,0,82.45
2023,1507607,Municipal,38.7,45.1,51.68,58.2,64.45,70.24,75.44,80,0,82.21
2023,3301009,Municipal,38.7,45.1,51.68,58.2,64.45,70.24,75.44,80,0,78.01
2024,1507607,Municipal,49.59,45.1,51.68,58.2,64.45,70.24,75.44,80,1,85.57
2023,2506202,Municipal,38.7,45.11,51.69,58.21,64.45,70.24,75.45,80,0,88.46
2024,2506202,Municipal,71.43,45.11,51.69,58.21,64.45,70.24,75.45,80,4,93.33
2023,1505700,Municipal,38.7,45.11,51.69,58.21,64.45,70.24,75.45,80,0,83.25
2024,1505700,Municipal,57.13,45.11,51.69,58.21,64.45,70.24,75.45,80,2,93.49
2024,5007505,Municipal,48.97,45.12,51.7,58.21,64.46,70.24,75.45,80,1,90
2023,3146750,Municipal,38.7,45.12,51.7,58.21,64.46,70.24,75.45,80,0,84.91
2024,3146750,Municipal,69.41,45.12,51.7,58.21,64.46,70.24,75.45,80,3,90.57
2023,5007505,Municipal,38.7,45.12,51.7,58.21,64.46,70.24,75.45,80,0,82.3
2023,2925931,Municipal,38.7,45.13,51.7,58.22,64.46,70.25,75.45,80,0,77.88
2024,2925931,Municipal,75.47,45.13,51.7,58.22,64.46,70.25,75.45,80,4,96.36
2023,2901502,Municipal,38.7,45.15,51.72,58.23,64.47,70.25,75.45,80,0,94.17
2024,2901502,Municipal,55.95,45.15,51.72,58.23,64.47,70.25,75.45,80,2,98.82
2023,1200609,Municipal,,,51.74,58.25,64.48,70.26,75.45,80,,
2024,1200609,Municipal,45.18,,51.74,58.25,64.48,70.26,75.45,80,1,85.99
2023,1301209,Municipal,38.8,45.17,51.74,58.25,64.48,70.26,75.45,80,0,83.17
2024,1301209,Municipal,32.72,45.17,51.74,58.25,64.48,70.26,75.45,80,0,89.67
2024,5102603,Municipal,44.13,45.19,51.76,58.26,64.49,70.26,75.46,80,1,81.88
2023,5102603,Municipal,38.8,45.19,51.76,58.26,64.49,70.26,75.46,80,0,80.83
2023,2106102,Municipal,38.8,45.2,51.76,58.27,64.49,70.27,75.46,80,0,95.65
2024,2106102,Municipal,66.12,45.2,51.76,58.27,64.49,70.27,75.46,80,3,92.81
2023,2931202,Municipal,38.8,45.23,51.79,58.28,64.51,70.27,75.46,80,0,94.92
2024,2931202,Municipal,47.52,45.23,51.79,58.28,64.51,70.27,75.46,80,1,95.27
2024,5221577,Municipal,66.67,45.24,51.79,58.29,64.51,70.28,75.46,80,3,100
2023,5221577,Municipal,38.8,45.24,51.79,58.29,64.51,70.28,75.46,80,0,88.24
2023,5003256,Municipal,38.9,45.24,51.8,58.3,64.51,70.28,75.46,80,0,92.23
2024,5003256,Municipal,54.88,45.24,51.8,58.3,64.51,70.28,75.46,80,2,97.2
2023,2409407,Municipal,38.9,45.25,51.81,58.3,64.52,70.28,75.46,80,0,80.92
2024,2409407,Municipal,38.9,45.25,51.81,58.3,64.52,70.28,75.46,80,0,83.33
2023,2914406,Municipal,38.9,45.26,51.82,58.31,64.52,70.28,75.47,80,0,89.08
2024,2914406,Municipal,44.24,45.26,51.82,58.31,64.52,70.28,75.47,80,1,94.39
2024,2112308,Municipal,66.43,45.32,51.86,58.34,64.55,70.3,75.47,80,3,93.12
2023,2112308,Municipal,38.9,45.32,51.86,58.34,64.55,70.3,75.47,80,0,93.6
2024,2500403,Municipal,89.39,45.33,51.87,58.35,64.55,70.3,75.47,80,5,98.74
2023,2500403,Municipal,38.9,45.33,51.87,58.35,64.55,70.3,75.47,80,0,87.77
2023,1303502,Municipal,39,45.33,51.88,58.35,64.56,70.3,75.47,80,0,75.28
2024,1303502,Municipal,48.43,45.33,51.88,58.35,64.56,70.3,75.47,80,1,88.46
2023,1500206,Municipal,39,45.4,51.93,58.39,64.58,70.32,75.48,80,0,74.2
2024,1500206,Municipal,41.73,45.4,51.93,58.39,64.58,70.32,75.48,80,1,84.75
2024,2206209,Municipal,60.79,45.41,51.94,58.41,64.59,70.33,75.48,80,3,94.54
2023,3169604,Municipal,39,45.41,51.94,58.4,64.59,70.32,75.48,80,0,93.08
2023,2206209,Municipal,39,45.41,51.94,58.41,64.59,70.33,75.48,80,0,92.57
2024,3169604,Municipal,58.34,45.41,51.94,58.4,64.59,70.32,75.48,80,2,89.02
2024,3155405,Municipal,65.4,45.41,51.94,58.4,64.59,70.32,75.48,80,3,86.41
2023,3155405,Municipal,39,45.41,51.94,58.4,64.59,70.32,75.48,80,0,93.68
2023,3302270,Municipal,39.1,45.46,51.98,58.44,64.61,70.34,75.49,80,0,81.19
2024,1707108,Municipal,60.78,45.46,51.98,58.44,64.61,70.34,75.49,80,3,87.63
2023,1707108,Municipal,39.1,45.46,51.98,58.44,64.61,70.34,75.49,80,0,87.38
2024,3302270,Municipal,36.88,45.46,51.98,58.44,64.61,70.34,75.49,80,0,80.49
2024,3543402,Municipal,45.01,45.48,52,58.45,64.62,70.34,75.49,80,1,87.4
2023,3543402,Municipal,39.1,45.48,52,58.45,64.62,70.34,75.49,80,0,86.17
2024,4202438,Municipal,28.06,45.49,52,58.45,64.63,70.35,75.49,80,0,88.68
2023,4202438,Municipal,39.1,45.49,52,58.45,64.63,70.35,75.49,80,0,78.26
2024,3536901,Municipal,72.73,45.5,52.01,58.46,64.63,70.35,75.49,80,4,91.67
2023,3536901,Municipal,39.1,45.5,52.01,58.46,64.63,70.35,75.49,80,0,92
2024,4306304,Municipal,45.5,,52.02,58.46,64.63,70.35,75.5,80,1,100
2023,4306304,Municipal,,,52.02,58.46,64.63,70.35,75.5,80,,
2024,2933208,Municipal,38.27,45.5,52.02,58.46,64.63,70.35,75.5,80,0,92.47
2023,2933208,Municipal,39.1,45.5,52.02,58.46,64.63,70.35,75.5,80,0,82.71
2023,2927408,Municipal,39.2,45.52,52.03,58.48,64.64,70.36,75.5,80,0,84.13
2023,3554607,Municipal,39.2,45.52,52.03,58.48,64.64,70.36,75.5,80,0,96.55
2024,3554607,Municipal,58.99,45.52,52.03,58.48,64.64,70.36,75.5,80,2,93.55
2024,2927408,Municipal,36.75,45.52,52.03,58.48,64.64,70.36,75.5,80,0,87.86
2023,2806107,Municipal,39.2,45.54,52.05,58.49,64.65,70.36,75.5,80,0,83.62
2024,2801009,Municipal,41.74,45.54,52.05,58.49,64.65,70.36,75.5,80,1,95.28
2023,2801009,Municipal,39.2,45.54,52.05,58.49,64.65,70.36,75.5,80,0,87.39
2024,2806107,Municipal,39.01,45.54,52.05,58.49,64.65,70.36,75.5,80,0,94.89
2023,4210852,Municipal,39.2,45.55,52.06,58.49,64.65,70.36,75.5,80,0,82.35
2024,4210852,Municipal,74.06,45.55,52.06,58.49,64.65,70.36,75.5,80,4,79.41
2023,3550704,Municipal,39.2,45.57,52.07,58.51,64.66,70.37,75.5,80,0,89.87
2024,3550704,Municipal,44.38,45.57,52.07,58.51,64.66,70.37,75.5,80,1,91.63
2024,2704302,Municipal,40.95,45.58,52.09,58.52,64.67,70.37,75.51,80,1,91.46
2024,2102325,Municipal,42.03,45.58,52.09,58.52,64.67,70.37,75.51,80,1,90.59
2023,2102325,Municipal,39.2,45.58,52.09,58.52,64.67,70.37,75.51,80,0,92.56
2023,2704302,Municipal,39.2,45.58,52.09,58.52,64.67,70.37,75.51,80,0,84.26
2023,1715101,Municipal,39.2,45.59,52.09,58.52,64.67,70.38,75.51,80,0,97.87
2024,3101706,Municipal,55.06,45.59,52.09,58.52,64.67,70.38,75.51,80,2,87.37
2024,1715101,Municipal,36.09,45.59,52.09,58.52,64.67,70.38,75.51,80,0,94
2023,3101706,Municipal,39.2,45.59,52.09,58.52,64.67,70.38,75.51,80,0,90.38
2023,2903003,Municipal,39.3,45.6,52.1,58.53,64.68,70.38,75.51,80,0,95.08
2024,2903003,Municipal,32.43,45.6,52.1,58.53,64.68,70.38,75.51,80,0,94.87
2023,2903300,Municipal,39.3,45.64,52.13,58.55,64.7,70.39,75.51,80,0,93.9
2024,1600279,Municipal,39.8,45.64,52.13,58.55,64.7,70.39,75.51,80,0,93.09
2024,2903300,Municipal,24.72,45.64,52.13,58.55,64.7,70.39,75.51,80,0,89
2023,1600279,Municipal,39.3,45.64,52.13,58.55,64.7,70.39,75.51,80,0,94.48
2024,2802007,Municipal,19.53,45.68,52.17,58.58,64.72,70.4,75.52,80,0,94.44
2023,3513405,Municipal,39.3,45.68,52.17,58.58,64.72,70.4,75.52,80,0,90.85
2024,3513405,Municipal,55.99,45.68,52.17,58.58,64.72,70.4,75.52,80,2,93
2023,2802007,Municipal,39.3,45.68,52.17,58.58,64.72,70.4,75.52,80,0,93.85
